8.062916346193881312e-01,-7.378071030257947749e-01,3.251874517595799707e-01,2.726458769255702741e+00,1.369157268223542090e+01,3.815052527983845199e+00,-1.314931696787552973e+01,-1.288416104145821750e+00,9.997897660709385015e-01,8.563767563023334528e-01,-5.159442097797741766e-01,-5.422361869830045755e-01,9.998342643028903520e-01,1.501299999999999857e-01,1.000800000000000023e-01,2.809980095710870707e+00,-4.999999999999865663e-03
8.062637215073369390e-01,7.377903191172963115e-01,-3.251563218448298986e-01,-4.151069494087123446e-01,1.368582446211891934e+01,-3.813400705320323159e+00,1.314381094921085236e+01,1.853172735869438092e+00,9.998443003331799472e-01,-8.564115377906208471e-01,5.159921538626823789e-01,2.599333345255948835e+00,9.998209128591228900e-01,1.501299999999999857e-01,1.000800000000000023e-01,2.809980095710870707e+00,5.000000000000143219e-03
8.969357856121591421e-01,-8.843731712356102115e-01,1.495924380119900698e-01,2.974027950080458282e+00,1.969423794293105701e+01,6.349966032041705510e+00,-1.864244993408060225e+01,-1.242503384640252673e+00,9.999821623620300803e-01,9.654407507707213343e-01,-2.605541820687348187e-01,-2.636009813001644608e-01,9.998991141726185639e-01,1.501299999999999857e-01,1.200800000000000062e-01,2.426007660272118116e+00,-6.999999999999867439e-03
7.303753198317181061e-01,-7.295244110925394043e-01,3.524544565426954157e-02,3.093317282824068926e+00,6.611253722208586758e+00,1.590551725720000364e+00,-6.417072618197959599e+00,-1.327830428583992806e+00,9.996424631987425036e-01,9.216615099898092245e-01,-3.870724935116859333e-01,-3.976046195085490842e-01,9.999830375334430865e-01,1.501299999999999857e-01,1.200800000000000062e-01,2.652900463031381051e+00,-1.899999999999987810e-02
7.303709853120058382e-01,7.295208091131718531e-01,-3.523017536847236619e-02,-4.825472553691235317e-02,6.610371297035378291e+00,-1.590310630800447322e+00,6.416223249095395431e+00,1.813757736553642141e+00,9.996766051829726329e-01,-9.216867344195881495e-01,3.871006051985821927e-01,2.743971877304590468e+00,9.999735007878949311e-01,1.501299999999999857e-01,1.200800000000000062e-01,2.652900463031381051e+00,1.900000000000015565e-02
9.833969444088593859e-01,-9.538782194405417414e-01,2.391357203548288846e-01,2.895956803648665367e+00,1.693163869574632656e+02,8.435566392164331262e+01,-1.468065422815625141e+02,-1.049259510379654703e+00,9.997996234681614247e-01,9.676591653281183536e-01,-2.514657568011332001e-01,-2.542464503370446827e-01,9.999487052494693273e-01,1.701299999999999757e-01,1.200800000000000062e-01,2.234021442552741821e+00,-9.999999999998621103e-04
9.833811117114175104e-01,9.538649392124356474e-01,-2.391235843910838876e-01,-2.456271632961800067e-01,1.689779356195492142e+02,-8.418702283764281447e+01,1.465130980901664088e+02,2.092333005679950730e+00,9.998166486145653176e-01,-9.676734932871630113e-01,2.514783116618209968e-01,2.887337654137578813e+00,9.999429832021404785e-01,1.701299999999999757e-01,1.200800000000000062e-01,2.234021442552741821e+00,1.000000000000139666e-03
5.847297524729390128e-01,-4.404642014630315017e-01,3.845779123358470941e-01,2.423828671657490386e+00,7.922835549930955068e+00,2.696115127670534406e+00,-7.449985662375185669e+00,-1.223563870741344095e+00,9.996847721376989071e-01,6.434381919601576127e-01,-7.650862283240016382e-01,-8.715499708629379505e-01,9.998628745395352624e-01,1.901299999999999657e-01,1.000800000000000023e-01,2.827433388230813804e+00,-1.199999999999987188e-02
5.847100934290693219e-01,4.404545991610497868e-01,-3.845590194439729159e-01,-7.177504433401906692e-01,7.921264479429981797e+00,-2.695555632366331000e+00,7.448517354876559082e+00,1.918025444580632177e+00,9.997500244807837610e-01,-6.434723863785829501e-01,7.651427314021740367e-01,2.270032482402564611e+00,9.998438010484387295e-01,1.901299999999999657e-01,1.000800000000000023e-01,2.827433388230813804e+00,1.200000000000014944e-02
2.911539561623160965e-01,-2.370936757544611084e-01,-1.689888017183574509e-01,-2.522360003082328994e+00,2.601118099361712677e+00,2.111057684576355675e-01,-2.592537313396086951e+00,-1.489547338888254524e+00,9.994018647209138573e-01,4.923905552896319371e-01,-8.696870864105132881e-01,-1.055623504439874738e+00,9.999887595807721574e-01,1.901299999999999657e-01,1.400800000000000101e-01,2.967059728390360362e+00,-5.799999999999991274e-02
2.911461131899868438e-01,2.370806477828682757e-01,1.689935669559411990e-01,6.192719504264969643e-01,2.600764389052579340e+00,-2.110136908003942269e-01,2.592189929318226671e+00,1.652020867910937385e+00,9.995302444788759511e-01,-4.924408868148267837e-01,8.698061178337552768e-01,2.085954296021486520e+00,9.999677787405658602e-01,1.901299999999999657e-01,1.400800000000000101e-01,2.967059728390360362e+00,5.800000000000019029e-02
5.819394760825571389e-01,-5.336581853196493697e-01,2.320829486726241064e-01,2.731374462126737512e+00,7.600015184869213236e+00,4.049055694640599334e+00,-6.431592243911390838e+00,-1.008926579251571587e+00,9.995438817854895852e-01,8.264401211972953742e-01,-5.622141030694662867e-01,-5.973709261261929138e-01,9.999982963263203128e-01,2.101299999999999557e-01,1.200800000000000062e-01,2.548180707911721132e+00,-2.299999999999988165e-02
5.819302138138773284e-01,5.336517242324950727e-01,-2.320745806268967315e-01,-4.102094326146203396e-01,7.599184138333091809e+00,-4.048598207135270854e+00,6.430898236286617831e+00,2.132663783626568499e+00,9.995821788434324784e-01,-8.264681492309979838e-01,5.622409897615725516e-01,2.544215259326819467e+00,9.999849448825528508e-01,2.101299999999999557e-01,1.200800000000000062e-01,2.548180707911721132e+00,2.300000000000015921e-02
5.741824203739998023e-01,-5.691543129697577141e-01,7.582097265577472656e-02,3.009155523532623722e+00,6.517814615017774926e+00,3.509624799220274483e+00,-5.492216412746073750e+00,-1.002180142904227633e+00,9.999120660990812315e-01,9.078532077429303238e-01,-4.190783854142388076e-01,-4.324706233356305773e-01,9.999906669298816997e-01,2.101299999999999557e-01,1.400800000000000101e-01,2.268928027592628460e+00,-4.299999999999989941e-02
5.741788768709356061e-01,5.691514015671423898e-01,-7.581599263299551583e-02,-1.324292022818290282e-01,6.517374416517037083e+00,-3.509374563033034189e+00,5.491853918432963333e+00,2.139410106387633626e+00,9.999392638829586177e-01,-9.078755866628804849e-01,4.190947990566380454e-01,2.709116506776753752e+00,9.999792228352237800e-01,2.101299999999999557e-01,1.400800000000000101e-01,2.268928027592628460e+00,4.300000000000017697e-02
4.491964111215840938e-01,4.438387319810406240e-01,-6.917077242573746454e-02,-1.546029648421741454e-01,4.959596400078488898e+00,-2.235151270258947775e+00,4.427380179150116390e+00,2.038314313530174005e+00,9.997906749090550438e-01,-8.236262956717674832e-01,5.667637238859822846e-01,2.538876183803670639e+00,9.999849448825528508e-01,2.101299999999999557e-01,1.400800000000000101e-01,2.513274122871834493e+00,4.800000000000018141e-02
1.540895788330838012e-01,-1.428035869555170090e-01,-5.788552373085381619e-02,-2.756482192993271685e+00,2.882656527726914053e+00,2.858891125114454423e-01,-2.868444887424892897e+00,-1.471457451677007588e+00,9.995657076064020652e-01,3.413506042581362365e-01,-9.394739851615331316e-01,-1.222285100426953930e+00,9.999963889772106596e-01,2.101299999999999557e-01,1.400800000000000101e-01,3.001966313430247002e+00,-5.899999999999991362e-02
1.540847016709033512e-01,1.427979491236004705e-01,5.788644932196908288e-02,3.851297727956310979e-01,2.882306425588954557e+00,-2.858213377072132966e-01,2.868099805429133564e+00,1.670123677473134949e+00,9.996848751963449686e-01,-3.413839825807414297e-01,9.395886472992550642e-01,1.919299765403383207e+00,9.999735007878949311e-01,2.101299999999999557e-01,1.400800000000000101e-01,3.001966313430247002e+00,5.900000000000019118e-02
5.617512599833018871e-01,-3.496055095187862172e-01,4.397049758723877710e-01,2.242536856791814692e+00,7.894538398050398698e+00,2.867761298788908064e+00,-7.355248578495543477e+00,-1.199032969126382797e+00,9.999269753454163023e-01,5.455679517512659338e-01,-8.379794544291412350e-01,-9.936821264708395329e-01,9.998151908117940412e-01,2.301299999999999457e-01,1.000800000000000023e-01,2.844886680750757346e+00,-1.399999999999987366e-02
5.617339422764420220e-01,3.495978510489192725e-01,-4.396889405561740238e-01,-8.990487027276526932e-01,7.893176494359827267e+00,-2.867253240011327975e+00,7.353984908113358365e+00,1.942557871140147441e+00,9.999874711780480929e-01,-5.455965333162163811e-01,8.380330335651420270e-01,2.147905246371891508e+00,9.997942099715879660e-01,2.301299999999999457e-01,1.000800000000000023e-01,2.844886680750757346e+00,1.400000000000015121e-02
8.781838164751631925e-01,-8.296208010904581043e-01,2.879863571714979531e-01,2.807476816364054883e+00,2.922022438052172433e+01,2.110854662838191231e+01,-2.020521645727812299e+01,-7.635365320849490933e-01,9.997677661878906497e-01,9.338806640442038898e-01,-3.569348562870844899e-01,-3.650733033130287852e-01,9.999487052494693273e-01,2.301299999999999457e-01,1.200800000000000062e-01,2.234021442552741821e+00,-6.999999999999867439e-03
8.781694721624320188e-01,8.296085786117775029e-01,-2.879778257640517869e-01,-3.341112236979352779e-01,2.921173690492412689e+01,-2.110240628404601537e+01,2.019935697059590751e+01,2.378055674280819431e+00,9.997888894011851546e-01,-9.338989080483308669e-01,3.569462885592038504e-01,2.776515183972974032e+00,9.999391685039211719e-01,2.301299999999999457e-01,1.200800000000000062e-01,2.234021442552741821e+00,7.000000000000144995e-03
6.954692282825417626e-01,-6.379802408444441575e-01,2.768730029814738813e-01,2.732137435103631162e+00,1.121875825104277702e+01,7.337214203023069814e+00,-8.486802957197541630e+00,-8.579191102745253872e-01,9.997384124605945832e-01,8.763932135454868266e-01,-4.810528334815673546e-01,-5.019988137736540734e-01,9.999429832021404785e-01,2.301299999999999457e-01,1.200800000000000062e-01,2.408554367752174574e+00,-1.699999999999987632e-02
6.954580794926384923e-01,6.379716233951011617e-01,-2.768648552528982232e-01,-4.094494042894132879e-01,1.121728534769340513e+01,-7.336241085797663430e+00,8.485697219594362295e+00,2.283672386164470769e+00,9.997680867651179693e-01,-8.764169863481567901e-01,4.810711936443495262e-01,2.639589182770188280e+00,9.999315391074825587e-01,2.301299999999999457e-01,1.200800000000000062e-01,2.408554367752174574e+00,1.700000000000015388e-02
7.116048673494743682e-01,-7.094692783783211887e-01,-5.508929363140513402e-02,-3.064099550776295811e+00,9.999363875876779995e-01,9.653676036876779332e-01,2.606495136619392805e-01,2.637120861330697896e-01,9.576063631535236098e+00,5.799809573864277645e+00,7.619921494485627278e+00,9.202051093873928611e-01,9.999963889772106596e-01,2.301299999999999457e-01,1.400800000000000101e-01,1.186823891356144189e+00,4.200000000000017608e-02
8.941559093417628112e-01,8.891028083208942778e-01,-9.492621580308494011e-02,-1.063633728223828401e-01,9.995901428784679243e-01,-9.863548777619268737e-01,-1.621249791212017455e-01,-2.978681543845780766e+00,8.075039672673190339e+00,-1.453739939701093054e+00,-7.943104298884901660e+00,-1.751812086229632914e+00,9.999963889772106596e-01,2.301299999999999457e-01,1.400800000000000101e-01,1.500983156715123501e+00,-6.599999999999991984e-02
8.941603270742526366e-01,-8.891067719742021813e-01,9.493070390104818568e-02,3.035224760390699217e+00,9.995996921876949548e-01,9.863636691131454359e-01,1.621303699970730039e-01,1.629150049181851689e-01,8.074677944266875684e+00,1.453669852332748702e+00,7.942749389477727462e+00,1.389781192562698164e+00,9.999925742789914640e-01,2.301299999999999457e-01,1.400800000000000101e-01,1.500983156715123501e+00,6.600000000000019740e-02
4.651295909451254040e-01,-1.908551014639789933e-01,4.241696201025645929e-01,1.993608634658282419e+00,6.413675816580536093e+00,1.466664459887129013e+00,-6.243727479822770654e+00,-1.340077180802539569e+00,9.999829771470227779e-01,3.382357035187174565e-01,-9.410433377103423203e-01,-1.225748738168033869e+00,9.998628745395352624e-01,2.501299999999999635e-01,1.000800000000000023e-01,2.967059728390360362e+00,-1.799999999999987721e-02
7.758853020729454819e-01,7.756975537680972366e-01,1.706771956108110722e-02,2.199950988621446335e-02,9.999708382998241385e-01,-9.820117482590031699e-01,-1.886653220158626132e-01,-2.951784167566633421e+00,1.115910112854014891e+01,-6.344932409620607672e+00,-9.179726069678334710e+00,-2.175584854327715867e+00,9.999162803146053324e-01,2.501299999999999635e-01,1.400800000000000101e-01,1.343903524035633845e+00,-4.899999999999990474e-02
7.758842804190091424e-01,-7.756965968061061423e-01,-1.706476793714983842e-02,-3.119596919857801964e+00,9.999815858867038276e-01,9.820217241608686365e-01,1.886703617121726073e-01,1.898115531033234271e-01,1.115854042670589941e+01,6.344607092434653595e+00,9.179269322612652715e+00,9.660085083361419356e-01,9.999124656163860259e-01,2.501299999999999635e-01,1.400800000000000101e-01,1.343903524035633845e+00,4.900000000000018230e-02
